"ID",,,,,"è≥ë¯",S1111,S1121,S1211,S1221,S1TTL,S2111,S2121,S2131,S2211,S2221,S2231,S2TTL,S3111,S3121,S3131,S3141,S3211,S3221,S3231,S3TTL,S4111,S4112,S4121,S4131,S4141,S4211,S4221,S4231,S4241,S4311,S4321,S4331,S4341,S4351,S4TTL,S5111,S5121,S5131,S5141,S5211,S5221,S5311,S5321,S5411,S5421,S5511,S5521,S5TTL,S6111,S6121,S6131,S6211,S6221,S6311,S6321,S6TTL,STTL,101,102,103,104,105,111,112,113,114,115,116,117,118,119,1110,1111,1112,1113,1114,1115,1116,1117,1118,1119,1120,1121,1122,1123,1124,1125,1126,1127,1128,1129,1131,1132,1133,1135,1136,1137,1138,1139,1140,1141,1142,1143,1144,1145,1146,1147,1148,1149,1150,1151,1210,1211
="22",="16",="0001",="17",="000",="1",2,0,2,1,5,2,1,2,2,2,2,11,1,1,1,2,1,1,1,8,"",2,2,2,1,2,2,1,1,2,2,2,2,0,21,2,2,2,1,2,2,2,2,1,2,2,2,22,1,2,2,2,2,3,3,15,82,0,0,111.11,0,0,1,1,612,494,71.4,1,2,1,1,2,2,2,2,2,3,6,72,5.1,21,0,21,0,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,31,10.2,0,243,243,0,0,0,0,1,1
="22",="27",="0006",="03",="000",="1",1,1,2,2,6,2,1,1,2,2,2,10,2,2,2,2,2,2,2,14,"",2,2,2,2,2,2,2,2,2,2,2,2,2,26,2,2,2,2,1,1,2,2,2,2,2,2,22,2,2,2,2,2,2,1,13,91,1.79,0,0.45,0,2.24,3,5,88,43,93.7,1,1,1,2,1,2,2,2,2,8,45,89.3,11.2,17.85,1.36,17,6.68,1,1,4,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,33,5,6,2233,64,1842,0,0,0,2,1
="22",="27",="0006",="04",="000",="1",1,1,2,2,6,2,1,1,1,2,2,9,1,2,2,2,2,2,2,13,"",2,2,2,2,2,2,2,2,2,2,2,2,2,26,2,2,2,2,1,1,2,2,2,2,2,2,22,2,2,2,2,2,2,1,13,89,0.79,0.79,0,0,1.97,3,5,88,43,91.6,1,1,1,2,1,2,2,2,2,1,43,94.1,7,22.95,0,22,4.95,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,34,3,6,2534,525,1137,0,0,0,1,1
="22",="27",="0010",="01",="000",="1",1,1,1,1,4,1,1,1,2,2,2,9,0,2,2,1,1,2,1,9,"",2,1,2,1,2,2,0,0,1,1,0,2,0,14,2,1,2,2,1,0,1,2,1,1,1,1,15,1,1,"",2,1,0,0,5,56,5.93,1.87,0,0,3.43,3,2,119,60,77.7,1,1,2,1,2,2,2,2,2,8,60,77.7,45.8,21.8,0,19,8.9,1,1,4,2,1,1,1,1,4,1,2,2,1,2,2,2,1,1,38.9,6.1,6.1,3203,357,2665,0,0,0,2,2
="22",="27",="0010",="05",="000",="1",1,1,1,1,4,1,1,1,2,2,2,9,0,2,2,1,1,2,1,9,"",2,1,2,1,2,2,0,0,1,1,0,2,0,14,2,1,2,2,1,0,1,2,1,1,1,1,15,1,1,"",2,1,0,0,5,56,7.34,0,0,0,1.76,3,2,119,59,89.6,1,1,3,2,2,2,2,2,2,7,59,89.6,57.3,24.2,3,20,9.5,1,1,4,2,1,1,1,1,3,1,2,2,1,2,2,1,2,1,38.9,6.1,6.1,3406,507,2820,0,0,0,2,2
="22",="27",="0012",="01",="000",="1",0,2,1,1,4,2,1,1,2,2,2,10,2,2,2,2,1,2,1,12,"",2,2,2,2,2,2,1,1,1,1,1,1,0,18,2,2,2,0,0,0,2,2,2,1,1,1,15,1,1,0,2,2,3,3,12,71,1.36,0.68,0,0.68,2.71,1,2,565,565,66.6,1,2,1,2,1,1,2,2,2,1,42,52,7,17,0,17,4,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,2,1,28,5.6,0,1474,191,706,0,0,0,1,1
="22",="27",="0012",="02",="000",="1",2,1,1,1,5,2,2,2,2,2,2,12,2,2,1,1,1,2,1,10,"",2,1,1,1,2,2,2,0,2,2,2,2,2,21,2,2,2,0,0,1,2,0,2,2,2,1,16,1,2,1,1,2,3,2,12,76,0.99,0.5,0,0.5,4.46,1,1,565,540,69.9,1,1,1,1,2,2,2,2,2,1,45,74.8,11.7,25,0,25,5,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,1,30,5.3,0,2016,1698,500,0,0,0,1,1
="22",="27",="0012",="04",="000",="1",0,1,1,1,3,1,0,0,2,2,1,6,1,2,1,2,1,2,2,11,"",2,2,2,2,2,2,1,0,1,0,2,1,2,19,0,2,2,0,0,0,2,0,2,2,1,1,12,1,1,0,1,2,3,2,10,61,3.52,0,1.01,0.5,0,2,2,525,525,66.6,1,2,1,2,1,2,2,2,2,1,45,72.6,9.3,23,0,23,5,1,1,2,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,28.6,7.1,0,1388,230,582,0,0,0,1,1
="22",="27",="0012",="05",="000",="1",1,1,2,1,5,2,1,1,2,2,2,10,1,1,1,1,1,2,2,9,"",2,2,2,2,2,2,1,1,1,1,1,1,0,18,2,2,2,0,1,1,2,2,2,2,2,1,19,2,2,2,2,2,2,1,13,74,0,0,0.49,0,3.43,2,2,565,565,66.6,1,2,1,2,1,2,2,2,2,1,45,77.4,16,25,0,25,5,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,29,8.4,0,2041,597,1042,0,0,0,1,1
="22",="28",="0016",="01",="000",="1",1,2,1,1,5,1,1,1,2,2,2,9,2,2,2,1,2,1,1,11,"",2,1,2,2,2,0,1,1,0,0,0,0,2,13,1,1,2,1,1,1,1,2,2,2,1,1,16,1,1,2,2,2,1,1,10,64,0.42,0.42,0,0,2.49,4,2,642,612,78.6,1,2,1,2,2,1,2,2,2,1,45,78.6,6.4,33,0,33,0.875,1,2,4,1,1,2,2,1,2,1,1,2,2,2,2,2,2,1,0,0,0,2405,377,949,0,0,0,1,1
="22",="28",="0016",="02",="000",="1",2,2,2,2,8,2,1,2,2,2,1,10,1,2,1,1,2,2,1,10,"",2,1,2,1,2,1,1,1,2,2,2,2,2,21,2,1,2,2,2,2,2,2,1,2,2,1,21,1,1,2,2,2,2,1,11,81,3.76,0.42,0.84,0,0.42,1,2,642,600,77.2,1,1,1,1,1,2,2,2,2,1,52,77.1,12,36,0,37,2,1,2,6,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,0,0,0,2391,618,712,0,0,0,1,1
="22",="28",="0016",="03",="000",="1",2,1,2,2,7,2,1,2,2,1,2,10,1,2,2,1,2,0,1,9,"",2,2,2,1,2,0,1,1,2,2,1,2,2,20,2,2,2,2,2,2,1,2,2,1,1,1,20,1,2,2,2,2,1,0,10,76,1.99,0,0.66,0,0.33,5,1,642,622,80,1,1,1,2,1,2,2,2,2,1,54,88,18.6,31,0,0,3,1,2,3,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,28,0,0,3009,1202,1305,0,0,0,2,1
="22",="28",="0016",="04",="000",="1",1,1,1,1,4,1,1,0,1,1,1,5,1,2,2,1,1,2,1,10,"",2,1,2,1,2,0,2,0,1,1,0,1,0,13,1,1,2,1,0,0,1,2,1,1,1,1,12,1,1,2,2,2,2,2,12,56,1.23,0.41,0,0,0.82,2,5,642,612,80,1,2,1,1,2,2,2,2,2,1,52,80,9,28,0,28,2,2,2,6,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,0,0,0,0,416,1016,0,0,0,1,1
="22",="28",="0016",="05",="000",="1",1,2,1,1,5,2,1,1,2,2,1,9,2,2,2,2,2,1,1,12,"",2,1,2,1,2,2,1,1,0,0,0,0,2,14,2,2,2,2,1,1,2,2,2,2,2,2,22,1,2,2,2,2,3,1,13,75,3.12,0,0.69,0,1.39,1,2,642,52,80,1,2,1,1,2,2,2,2,2,1,53,82,7.8,35,0,34,1,1,2,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,1,28,0,0,2886,473,1146,0,0,0,1,1
="22",="28",="0016",="06",="000",="1",2,2,1,1,6,2,2,1,2,2,2,11,2,2,2,2,2,0,1,11,"",2,2,2,2,2,0,1,1,2,2,2,2,2,22,2,2,2,1,2,2,2,0,2,2,1,1,19,1,2,1,2,2,3,3,14,83,1.81,0.6,0.6,0,0.6,5,1,642,612,78,1,2,1,2,1,2,2,2,2,1,53,42,6.9,33,0,33,1,1,2,2,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,33,0,0,1662,341,279,0,0,0,1,1
="22",="28",="0016",="07",="000",="1",2,2,2,2,8,2,1,2,2,2,2,11,2,2,2,2,2,2,1,13,"",2,2,2,2,2,2,2,2,2,2,2,2,2,26,2,2,2,2,2,2,2,2,2,2,1,2,23,2,2,1,2,2,0,2,11,92,44.44,0,44.44,0,22.22,1,1,642,642,80,1,1,1,2,1,2,2,2,2,1,51,888,10,45,0,40,3,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,28,8,0,2528,849,547,0,0,0,2,2
="22",="28",="0016",="08",="000",="1",1,1,2,1,5,1,1,0,1,2,1,6,1,2,2,2,2,"",1,10,"",2,"",1,1,2,2,1,1,2,2,2,2,0,18,2,2,2,2,1,1,1,2,2,1,1,1,18,1,1,"",2,0,2,2,8,65,3.23,0,0,0,3.23,1,1,642,612,87,1,,1,2,1,2,2,2,2,1,52,84,10.3,32,0,32,1.5,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,25,5,0,2478,928,858,0,0,0,1,1
="22",="28",="0016",="10",="000",="1",1,2,2,2,7,2,1,1,1,2,2,9,0,0,0,0,2,1,1,4,"",2,1,1,1,2,0,1,0,2,2,2,2,2,18,2,2,2,2,1,0,1,2,2,2,1,1,18,2,1,2,1,2,2,1,11,67,1.58,0,2.36,1.18,1.58,1,2,654,612,85.3,1,2,1,1,2,2,1,2,2,1,46,85.3,13.3,29.43,0,32,4.5,1,2,6,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,25.6,0,0,2537,974,1129,24929940,0,0,3,1
="22",="28",="0016",="11",="000",="1",1,2,1,1,5,1,2,1,2,0,2,8,2,2,2,2,2,1,1,12,"",2,2,2,2,2,0,1,1,2,2,0,2,2,20,2,2,2,2,1,1,1,0,2,2,2,1,18,2,2,2,2,2,2,1,13,76,1.72,0,1.03,0.48,0,2,2,51,642,84,1,2,1,1,1,2,2,2,2,1,51,84,11,30,0,30,1,1,2,6,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,0,0,0,2096,694,1055,0,0,0,1,1
="22",="28",="0016",="12",="000",="1",1,2,1,1,5,2,1,0,1,1,1,6,2,1,2,1,2,1,1,10,"",2,0,2,1,2,0,1,1,2,2,2,2,0,17,2,1,2,2,0,0,2,0,1,0,1,1,12,1,2,2,0,2,1,0,8,58,1.69,0.68,2.03,0.68,1.69,1,2,642,642,80,1,1,1,2,1,2,2,2,2,1,53,85,18,31,0,31,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,0,0,0,2950,917,1569,0,0,0,2,1
="22",="28",="0016",="13",="000",="1",2,2,1,1,6,1,1,0,2,1,1,6,2,2,2,1,2,1,1,11,"",2,1,2,1,1,0,1,1,1,1,1,1,2,15,2,1,2,1,0,0,2,2,2,2,1,1,16,2,2,2,2,2,3,1,14,68,0.78,0,0,0.78,1.95,2,2,642,612,78,1,1,1,2,1,2,2,2,2,1,50,86.5,16.5,35,0,35,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,29,2,5,2570,292,1042,2000000,190000,90000,1,1
="22",="28",="0016",="15",="000",="1",1,2,1,1,5,2,1,1,2,0,1,7,2,2,2,1,0,1,1,9,"",1,1,2,1,2,2,1,0,2,2,2,2,2,20,2,2,2,2,1,0,2,2,2,2,1,1,19,1,2,1,2,2,3,3,14,74,0,0,12.3,0,0,2,1,642,612,70,1,1,1,2,1,2,2,2,2,3,10,85,3,61,0,0,1,1,2,3,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,0,0,0,488,488,0,0,0,0,1,1
="22",="28",="0016",="16",="000",="1",1,1,1,2,5,1,1,1,0,2,1,6,0,0,0,1,2,2,1,6,"",2,1,1,1,1,2,1,1,1,1,1,1,0,14,0,1,2,0,1,1,2,2,2,2,1,1,15,1,2,2,2,1,3,3,14,60,0,0,7.46,1.87,5.6,1,1,642,612,78.2,1,2,1,1,1,2,2,2,2,3,8,88.2,11.6,40,0,39,0,2,2,4,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,0,0,0,536,445,0,0,0,0,1,1
="22",="28",="0016",="17",="000",="1",2,2,2,2,8,2,1,1,2,2,2,10,2,2,2,2,2,1,1,12,"",2,1,2,1,2,2,1,1,2,2,2,2,2,22,2,2,2,2,1,0,2,2,2,2,1,1,19,1,2,1,2,2,3,3,14,85,0,1.37,2.74,0,5.48,1,1,642,12,77.2,1,1,1,2,1,2,2,2,2,3,12,71.7,17.7,33,0,33,1,1,2,6,1,1,1,2,1,1,1,2,2,2,2,2,2,2,1,27.97,5.76,5.76,730,730,0,0,0,0,1,1
="22",="28",="0020",="01",="000",="1",1,1,1,2,5,2,1,1,2,2,2,10,2,2,2,2,1,2,2,13,"",2,2,2,1,2,2,1,2,2,2,2,2,0,22,2,2,2,1,1,1,1,0,1,2,1,1,15,1,2,2,2,2,3,2,14,79,0,0,0.91,0.91,1.81,2,1,560,446,75.6,1,1,1,1,2,2,2,2,2,1,46,69.6,6.29,31.8,0,30,3,1,3,8,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,30.2,8.6,0,2204,250,1296,0,0,0,2,2
="22",="28",="0020",="02",="000",="1",2,1,2,1,6,2,2,2,2,2,2,12,2,2,2,1,1,2,2,12,"",2,2,2,2,2,2,2,1,1,1,2,2,2,23,2,2,2,0,1,1,2,2,1,2,1,1,17,2,2,2,2,2,2,1,13,83,0.85,0,0,0,1.2,2,1,560,560,75.6,1,1,1,2,2,1,2,2,2,1,50,0,7.9,32.11,0,32,3,1,3,8,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,31.8,0,0,2508,470,847,3400000,2270000,1080000,2,2
="22",="28",="0020",="03",="000",="1",2,1,2,1,6,1,1,1,2,2,2,9,2,2,2,2,1,2,1,12,"",2,2,2,2,2,2,1,1,2,2,2,2,2,24,2,2,2,1,1,1,2,0,1,2,2,2,18,2,2,0,2,2,3,2,13,82,1.58,0,0,0,0,2,5,560,456,0,1,1,1,2,1,2,2,2,1,1,50,76.7,13.22,30.86,0,32,3,2,3,8,1,1,1,2,1,1,1,1,2,2,1,2,2,2,1,31.2,9.4,0,2527,366,1144,0,0,0,2,2
="22",="28",="0020",="04",="000",="1",2,1,1,1,5,2,2,1,2,2,2,11,2,2,2,2,1,"",1,10,"",2,2,2,2,2,2,1,1,2,2,1,2,2,23,2,2,2,2,1,1,1,0,2,2,1,2,18,1,1,2,2,2,3,2,13,80,2.53,0.36,0.36,1.45,2.53,2,2,0,0,0,1,1,1,,2,2,2,2,2,1,50,7585,10,28445,0,30,624,1,3,8,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,0,0,0,2764,204,1552,0,0,0,2,2
="22",="28",="0020",="05",="000",="1",2,2,1,2,7,2,2,2,2,2,2,12,2,2,2,2,1,2,1,12,"",2,2,2,2,2,2,1,2,2,2,2,2,2,25,2,2,2,2,0,0,2,2,2,2,1,1,18,2,1,2,2,2,2,1,12,86,0.38,0.76,0,0.76,0.76,2,2,560,442,75.69,1,2,1,1,1,2,2,2,2,1,50,81.27,7.975,32.645,0,33,5.46,1,1,8,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,30.1,8.5,0,2638,248,712,0,0,0,2,2
="22",="28",="0020",="06",="000",="1",0,1,2,1,4,2,2,2,2,2,2,12,2,2,2,1,2,2,1,12,"",2,2,2,2,2,2,1,2,2,2,"",2,0,21,2,2,2,2,0,0,2,0,1,2,1,1,15,1,2,1,2,2,3,2,13,77,1.62,0.54,0,0.54,0,2,1,560,456,75.6,1,1,1,1,2,2,2,2,2,1,50,87.7,17.7,0,0,0,5.825,2,3,8,1,1,1,2,1,1,1,1,2,2,1,2,2,2,1,30.7,9.19,0,1857,315,554,0,0,0,2,2
="22",="28",="0020",="07",="000",="1",1,2,1,1,5,1,1,2,0,2,2,8,1,2,2,1,1,2,1,10,"",2,0,2,1,2,2,2,1,1,1,1,1,2,18,2,2,2,1,0,0,1,0,1,2,2,2,15,1,1,0,1,2,3,2,10,66,1.2,0,0,0.8,0,2,5,560,448,75.69,1,1,1,2,1,2,2,2,2,1,50,74.21,8.03,34.2,0,34,7.01,1,3,8,1,1,1,2,1,1|2,1,1,2,2,2,2,2,2,1,34,9.2,9.91,2503,559,1077,0,0,0,2,2
="22",="28",="0020",="08",="000",="1",2,2,2,2,8,2,2,2,2,2,2,12,2,2,2,2,2,2,1,13,"",2,2,2,2,2,2,2,2,2,2,2,2,2,26,2,2,2,2,2,2,2,2,2,2,2,2,24,2,2,2,2,2,2,2,14,97,1.77,0,0,1.41,0,2,2,560,560,75.09,1,1,1,2,1,2,2,2,2,1,50,77.64,9.2,29,0,30,11,2,3,8,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,28,0,0,2831,249,1552,0,0,0,1,2
="22",="28",="0020",="09",="000",="1",2,2,2,2,8,2,2,2,2,2,2,12,2,2,2,1,1,2,1,11,"",2,2,1,2,2,2,1,1,1,2,2,2,2,22,2,2,2,1,2,1,2,0,2,2,2,1,19,1,1,2,2,2,3,2,13,85,1.28,0,0,3.2,1.28,2,2,560,452,78,1,1,1,1,2,2,2,2,2,1,50,78,9,31.6,0,32,5.01,2,3,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,26,8,10,1562,331,583,0,0,0,2,2
="22",="28",="0020",="10",="000",="1",1,1,2,2,6,2,1,1,2,2,2,10,2,2,2,2,2,2,2,14,"",2,1,2,1,2,2,1,1,2,2,2,2,2,22,2,2,2,1,2,1,2,2,2,2,2,2,22,1,2,2,2,2,3,3,15,89,0.41,0.82,0,0,2.88,2,1,560,456,88,1,1,1,1,2,2,1,2,2,1,46,80,5,38,0,39,2,2,3,8,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,32,8,0,2433,1216,973,0,0,0,1,1
="22",="28",="0020",="11",="000",="1",2,1,2,1,6,2,2,2,2,2,2,12,2,2,1,1,0,0,1,7,"",2,2,2,2,0,0,"","",1,1,1,1,2,14,2,2,2,0,1,1,2,2,1,2,1,1,17,2,2,2,2,2,3,3,16,72,0,0,3.1,0,1.03,2,2,560,452,849,1,1,1,2,2,2,1,2,2,3,18,97,42,3792,0,42,1,2,3,8,1,1,1,2,1,1,1,2,2,2,2,2,2,2,1,318,98,0,968,912,0,0,0,0,1,1
="22",="28",="0020",="12",="000",="1",2,1,2,1,6,2,2,1,1,2,2,10,1,2,2,1,2,0,1,9,"",2,1,2,2,1,2,1,1,2,2,1,2,2,21,1,2,2,1,2,2,2,0,2,2,2,2,20,1,1,2,2,2,3,3,14,80,0,0,0,0,0,2,2,560,502,76,1,1,1,2,2,2,1,2,2,9,24,83,3,30,0,33,1,2,3,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,1,30,9,0,1494,1494,0,0,0,0,1,1
="22",="28",="0021",="01",="000",="1",1,1,1,2,5,2,1,2,2,1,1,9,2,2,2,2,2,1,1,12,"",2,1,1,1,2,2,2,1,2,2,2,2,2,22,2,2,2,1,0,0,2,2,1,2,1,1,16,1,1,2,1,1,2,1,9,73,2.1,0,1.05,0,2.8,2,2,310,300,79.3,1,2,1,1,2,2,2,2,2,1,50,77.8,13.6,32,0,32,6,2,1,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,1,29.3,5,0,2856,837,1279,0,0,0,1,1
="22",="28",="0021",="02",="000",="1",1,1,1,2,5,1,1,2,2,0,1,7,0,0,0,0,1,2,1,4,"",2,1,1,1,2,2,1,0,1,1,1,1,0,14,2,2,1,1,2,0,2,2,1,1,1,1,16,1,2,1,2,2,3,1,12,58,4.41,0.37,0.37,1.1,2.57,2,2,282,274,72.17,1,2,1,1,2,2,2,2,2,1,50,77.2,12.3,31,0,32,4.55,1,1,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,1,0,0,0,2719,774,837,0,0,0,1,1
="22",="28",="0021",="03",="000",="1",1,2,1,2,6,2,1,2,2,2,1,10,1,2,2,2,2,2,2,13,"",2,1,1,1,2,2,2,1,2,2,2,2,2,22,2,2,2,1,2,2,2,2,2,2,1,1,21,1,2,2,2,2,3,3,15,87,0,0,2.05,0,24.64,2,2,270,250,75,1,2,1,1,1,2,2,2,2,3,8,79.8,0,32,0,32,1,2,1,9,1,2,1,1,1,2,1,1,2,2,1,2,2,2,2,0,0,0,487,391,5,0,0,0,1,1
="22",="28",="0021",="04",="000",="1",1,2,1,1,5,1,1,2,2,0,2,8,1,1,1,1,2,1,1,8,"",2,1,1,0,2,2,1,1,1,1,1,1,0,14,1,2,2,0,2,1,1,0,1,1,1,1,13,1,1,2,2,2,3,1,12,60,0.67,0,1.33,1.33,1.33,2,1,281,249,84.2,1,1,1,2,1,2,2,2,2,1,50,79.6,17.5,32,0,32,0,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,30.4,0,0,2997,937,1332,0,0,0,3,2
="22",="28",="0021",="07",="000",="1",2,2,2,2,8,2,1,2,1,0,1,7,1,2,2,1,2,1,1,10,"",2,1,2,2,2,2,2,1,2,2,2,2,2,24,2,2,2,1,2,1,2,2,1,2,1,1,19,1,1,2,1,2,3,1,11,79,6.3,0,2.22,0.74,1.85,2,2,282,274,80.7,1,2,1,2,1,2,2,2,2,1,50,76.9,12.9,29.7,0,31,6.4,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,0,0,0,2700,1154,937,0,0,0,2,2
="22",="28",="0021",="11",="000",="1",1,2,1,1,5,1,1,1,1,1,1,6,0,0,0,0,2,0,1,3,"",2,1,1,1,2,2,1,1,1,1,0,2,0,15,1,2,2,0,2,2,2,0,1,2,2,1,17,1,2,2,2,2,2,1,12,58,1.77,2.12,1.06,1.06,1.77,2,2,284,250,72.17,1,2,1,2,1,2,2,2,2,1,50,83.5,16,33,0,33,4.65,2,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,0,0,0,2828,695,928,0,0,0,2,2
="22",="41",="0001",="06",="000",="1",2,1,1,2,6,1,1,1,2,2,1,8,2,2,1,2,1,1,2,11,"",2,1,1,1,1,2,1,0,2,2,2,1,2,18,2,2,2,0,0,0,2,0,2,2,1,1,14,1,2,2,2,2,3,3,15,72,0,0,0,0.62,0.62,1,1,604,534,70.35,1,1,1,2,1,2,2,2,2,1,37,70.1,16,24,0,24,2,1,1,3,1,1,1,2,1,2,1,1,2,2,1,2,2,2,1,36.5,11.1,10.2,1621,1277,207,0,0,0,1,1
="22",="41",="0001",="09",="000",="1",2,1,2,1,6,1,1,0,2,2,2,8,2,2,1,1,1,2,2,11,"",2,1,1,1,1,2,1,1,2,2,2,2,2,20,2,2,2,2,2,2,2,2,2,2,1,1,22,1,2,2,2,2,3,3,15,82,0,1.15,0,0,2.86,1,1,604,534,70.35,1,1,1,2,1,2,2,2,2,1,38,74,7.1,25,0,25,2,1,1,3,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,34.6,9.4,10.2,1746,602,811,0,0,0,1,1
="22",="41",="0001",="10",="000",="1",2,2,2,2,8,2,2,2,2,2,2,12,2,2,2,1,1,2,2,12,"",2,1,2,1,2,2,1,1,2,2,2,2,2,22,2,2,2,2,2,2,2,2,2,2,2,2,24,1,2,2,2,2,3,3,15,93,0.96,0,0.48,0.48,3.38,1,1,604,534,70.35,1,1,1,1,2,2,2,2,2,1,45,59.4,8.8,26,0,25,2,1,1,3,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,32.4,8.3,10.2,2074,1010,838,0,0,0,1,2
="22",="41",="0001",="11",="000",="1",1,1,1,1,4,1,1,1,2,2,1,8,2,1,1,1,1,2,2,10,"",0,1,1,1,2,0,1,0,2,2,2,2,2,16,0,2,2,0,0,0,2,2,0,0,1,1,10,1,2,1,2,2,2,2,12,60,0.54,0,1.62,0.54,0.54,1,1,604,534,70.35,1,1,1,2,1,2,2,,2,1,41,73,10.9,24,0,24,1,1,1,3,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,34.2,8.6,10.2,1848,549,680,0,0,0,1,1
="22",="41",="0001",="12",="000",="1",2,1,1,1,5,1,1,1,1,1,1,6,0,0,0,0,1,1,2,4,"",2,1,1,1,1,1,1,1,2,2,2,2,2,19,1,2,2,0,2,2,2,0,1,1,1,1,15,1,1,2,1,1,2,3,11,60,2.1,0,0,0,0.7,1,1,604,534,70.35,1,1,1,1,2,2,2,2,2,1,34,75.4,11.7,22,0,22,2,1,1,3,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,34.5,9,10.2,1430,498,626,0,0,0,1,1
="22",="41",="0001",="13",="000",="1",2,1,2,2,7,1,1,1,2,2,1,8,1,2,1,1,1,2,2,10,"",1,1,1,1,2,2,1,1,2,2,2,2,2,20,2,2,2,2,2,2,2,0,2,1,1,1,19,2,2,2,2,2,3,3,16,80,0,0.87,0,0.87,1.74,1,1,604,534,70.35,1,1,1,2,2,2,1,2,2,1,31,52.4,6.3,23,0,23,1,1,1,3,1,1,2,1,1,2,1,1,2,2,2,2,2,2,1,33,8.1,10.2,1147,1039,108,0,0,0,1,1
="22",="41",="0001",="14",="000",="1",1,2,2,1,6,1,1,1,2,2,2,9,2,2,2,2,1,2,2,13,"",2,2,1,1,2,2,2,1,2,2,2,2,2,23,2,2,2,2,2,2,2,2,2,2,2,2,24,2,2,2,2,2,3,3,16,91,1.85,0,0,0,0,1,1,604,534,70.35,1,1,1,1,1,2,2,2,2,1,34,70.8,13.3,24,0,24,2,1,1,3,1,1,2,2,1,2,1,1,2,2,2,2,2,2,1,36.7,9.5,10.2,1620,858,596,0,0,0,1,1
="22",="45",="0001",="01",="000",="1",1,2,2,1,6,1,2,1,1,2,1,8,2,2,2,2,2,2,2,14,"",2,2,2,2,1,2,1,1,2,2,2,2,2,23,2,2,2,0,0,0,1,2,2,"",2,2,15,1,2,2,2,2,1,2,12,78,0,0,0,0,1.5,2,1,491,404,71.9,1,2,1,2,1,1,2,2,2,1,30,86.3,5.6,30,0,26,3,1,1,2,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,35,13.3,13.3,1333,283,177,0,0,0,1,1
="22",="45",="0001",="02",="000",="1",1,2,2,2,7,2,2,2,2,2,1,11,2,2,2,1,2,2,1,12,"",2,2,1,2,2,2,1,1,1,1,1,1,2,19,2,2,2,1,0,1,2,2,1,2,1,1,17,1,1,2,2,2,3,2,13,79,0.77,0.38,0.38,1.15,7.31,2,2,491,404,71.9,1,2,1,2,1,1,2,2,2,1,46,87.7,11.4,11,0,25,4,1,1,8,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,37,10.5,0,2600,245,985,0,0,0,1,1
="22",="45",="0001",="03",="000",="1",1,2,2,2,7,2,1,2,1,2,2,10,2,2,2,2,1,2,1,12,"",2,2,1,2,2,2,2,1,2,1,1,1,2,21,2,2,2,1,2,0,2,2,1,2,1,1,18,1,2,2,2,2,3,2,14,82,2.96,1.18,0,0,1.77,2,2,491,404,71.9,1,2,1,2,1,2,2,2,2,1,42,72.4,15.24,25,0,25,3,1,1,8,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,0,0,13.3,1691,684,452,0,0,0,1,1
